CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,ALTER
24,0,40,21,46,22,24,660,1,89,185,NO
16,0,0,0,8,2,6,80,1,87,24,NO
1,0,3,0,150,0,3,11,3,0,3,NO
4,0,2,1,2,0,2,16,1,0,3,NO
20,0,0,0,8,3,0,143,1,87,38,NO
5,2,4,0,4,0,4,14,1,0,4,NO
3,0,11,1,12,2,10,201,1,8,42,NO
3,3,3,1,4,0,0,47,1,25,14,NO
6,0,7,3,24,0,7,73,3,52,27,NO
4,3,12,2,24,1,8,61,2,53,19,NO
1,0,11,3,11,2,9,87,1,63,27,NO
34,2,49,15,82,7,43,368,4,91,129,NO
3,3,6,1,17,0,4,21,2,16,6,NO
4,4,7,2,7,0,6,28,1,28,8,NO
40,0,0,0,27,23,3,576,1,91,158,NO
0,0,10,0,31,0,10,31,4,0,10,NO
3,0,3,1,10,0,3,16,2,33,4,NO
4,0,8,1,8,0,8,60,1,12,22,NO
7,2,7,2,31,0,4,41,3,35,18,NO
5,0,3,2,3,0,3,22,1,16,6,NO
7,0,8,1,13,1,8,77,2,44,23,NO
8,0,3,3,3,0,3,79,1,22,25,NO
10,0,12,1,16,5,11,292,1,62,101,YES
21,3,49,16,52,4,48,326,1,93,112,NO
2,0,4,2,56,0,3,23,2,50,6,NO
1,0,2,0,54,0,1,10,2,0,3,NO
2,0,5,1,57,0,4,23,2,19,5,NO
0,0,7,3,7,0,7,35,1,61,11,NO
7,0,6,1,11,2,5,73,2,42,21,NO
1,0,4,1,8,2,1,19,2,0,6,NO
33,0,65,28,73,3,70,511,1,96,140,NO
4,3,11,2,11,0,7,38,1,68,14,NO
6,0,11,4,93,0,11,58,5,79,20,NO
35,0,75,34,76,5,71,530,1,96,188,NO
19,0,0,0,6,1,5,108,1,0,20,NO
4,0,5,4,9,2,2,29,2,44,9,NO
74,0,19,3,59,52,6,1344,1,96,423,YES
23,0,12,6,25,7,11,250,2,82,71,NO
0,0,10,0,31,0,10,31,4,0,10,NO
5,0,4,4,4,0,4,29,1,50,10,NO
13,0,16,5,40,0,16,86,3,80,27,YES
3,0,5,3,29,0,5,35,3,53,12,YES
3,0,6,1,17,0,6,22,2,0,10,NO
6,0,0,0,1,0,1,13,1,0,3,NO
7,0,8,1,13,1,8,77,2,44,23,NO
6,0,7,3,24,0,7,62,3,52,20,NO
4,0,5,2,12,0,5,25,2,40,10,NO
4,1,5,2,12,0,5,25,2,40,10,NO
3,0,2,0,14,0,2,9,3,0,3,NO
2,0,3,0,3,0,3,11,1,0,3,NO
5,0,8,2,39,0,8,37,4,50,16,NO
10,0,9,5,12,1,10,127,1,66,36,NO
5,0,11,2,28,0,11,42,3,50,11,NO
0,2,10,0,31,0,10,31,4,0,10,NO
9,0,10,1,14,1,13,117,1,57,42,NO
1,0,11,4,11,0,11,51,1,70,12,NO
2,0,0,0,2,1,1,103,1,0,2,NO
0,0,14,6,14,1,13,78,1,69,23,NO
14,0,22,12,28,18,10,364,1,87,126,NO
17,0,0,0,15,6,2,148,1,0,58,NO
6,0,18,5,20,3,10,122,1,68,37,NO
8,0,9,3,38,1,2,144,2,81,26,NO
0,0,2,0,23,0,2,9,4,0,2,NO
9,0,4,5,4,1,3,102,1,70,8,NO
0,0,6,2,7,1,6,31,1,50,10,NO
0,0,4,1,4,0,4,15,1,0,4,NO
2,0,0,0,9,0,9,102,1,0,33,NO
4,0,6,1,6,0,5,42,2,66,9,NO
6,0,22,10,22,0,22,146,1,81,45,NO
1,0,6,3,6,0,6,35,1,38,6,NO
2,0,3,2,3,0,3,202,1,16,3,NO
15,0,0,0,23,10,12,491,1,0,57,NO
2,1,1,0,4,0,3,22,1,75,6,NO
0,0,10,0,31,0,10,31,4,0,10,NO
0,1,0,0,0,0,0,15,1,0,0,NO
0,16,1,0,1,0,1,5,1,0,1,NO
3,0,0,0,3,0,3,42,1,0,8,NO
20,0,0,0,18,4,14,305,1,88,63,YES
52,0,4,1,28,21,7,656,1,95,203,NO
0,0,0,0,13,0,11,78,1,0,21,YES
3,0,1,0,42,0,3,14,2,0,5,NO
43,0,0,0,35,14,21,788,1,97,221,YES
0,3,1,0,1,0,1,5,1,0,1,NO
0,6,1,0,1,0,1,5,1,0,1,NO
0,0,1,0,5,0,1,5,2,0,1,NO
5,0,31,1,31,13,18,350,1,41,95,NO
6,0,24,1,24,7,17,327,1,91,89,NO
0,0,1,2,4,1,3,28,1,100,7,NO
0,7,1,0,1,0,1,5,1,0,1,NO
4,0,6,3,10,4,5,129,1,83,28,YES
9,0,1,0,15,0,10,74,2,0,22,NO
6,0,0,0,5,0,5,67,1,0,18,YES
0,36,1,0,1,0,1,5,1,0,1,NO
6,1,7,0,263,2,6,57,2,0,20,NO
5,0,9,3,272,1,7,118,3,55,46,NO
5,0,1,0,1,0,1,14,1,0,3,NO
1,0,0,0,4,0,1,5,2,0,1,NO
2,0,18,1,18,0,18,59,1,33,19,NO
9,0,0,0,5,1,4,91,1,0,34,NO
0,12,10,0,21,0,10,98,3,0,10,NO
30,0,0,0,40,0,40,139,1,0,46,YES
7,0,6,0,6,2,4,63,1,0,17,NO
4,0,5,2,6,0,6,28,1,50,9,NO
66,0,185,84,189,9,180,1450,1,98,407,YES
14,0,19,7,20,13,7,276,1,84,81,NO
8,0,0,0,16,1,15,168,1,0,27,NO
0,0,5,4,5,0,5,25,1,60,5,NO
9,0,15,11,21,8,13,400,1,72,73,NO
2,0,5,0,5,0,5,14,1,0,5,NO
2,0,18,7,18,1,17,62,1,83,18,NO
0,1,2,2,2,0,2,13,1,50,2,NO
5,0,19,2,20,1,18,76,1,60,26,NO
4,1,0,0,3,0,3,17,1,66,8,NO
1,1,16,1,47,0,16,55,5,62,16,NO
1,0,2,1,33,0,2,11,5,0,3,NO
0,0,0,0,0,0,0,4,1,0,0,YES
4,0,0,0,2,0,2,16,1,0,4,NO
8,0,14,4,14,3,11,79,1,55,28,NO
13,0,7,3,7,1,6,180,1,61,59,NO
19,2,9,3,9,0,7,55,1,77,18,NO
7,0,0,0,4,0,4,75,1,0,24,NO
16,0,8,2,8,0,8,78,1,18,20,NO
6,0,3,1,3,0,3,23,1,33,5,NO
6,0,1,0,1,0,1,16,2,0,3,NO
11,0,5,1,5,0,1,46,2,60,10,NO
0,0,4,0,4,0,4,21,1,0,5,NO
0,0,1,0,1,0,0,12,2,0,3,NO
2,0,5,2,5,0,4,42,2,50,6,NO
3,0,0,0,1,0,1,15,1,0,3,NO
4,0,5,1,5,0,5,39,1,19,11,NO
4,0,1,0,1,0,1,7,1,0,2,NO
6,0,18,0,89,5,13,164,2,0,47,NO
8,0,5,6,5,1,4,101,1,56,27,NO
3,0,1,1,1,0,1,9,1,0,1,NO
19,0,36,13,37,5,17,529,1,88,92,NO
7,0,3,3,3,0,3,39,1,33,5,NO
2,0,2,0,68,0,2,14,3,0,4,YES
8,0,5,3,5,0,5,45,1,60,7,NO
3,0,19,8,19,2,15,140,1,84,38,NO
10,0,0,0,3,1,0,46,1,0,15,NO
7,0,5,3,5,0,5,44,1,60,7,NO
2,0,4,3,15,0,4,20,2,50,4,NO
1,0,4,3,15,0,4,21,2,50,4,NO
3,0,1,0,6,0,0,6,2,0,1,NO
8,0,5,0,5,0,5,43,1,0,11,NO
37,1,62,10,71,23,25,1128,1,95,257,NO
5,0,2,0,2,0,2,24,1,0,7,NO
5,0,2,0,7,0,0,15,2,0,4,NO
7,0,5,0,5,0,5,44,1,0,11,NO
17,3,4,0,5,0,2,83,1,0,26,NO
4,0,2,0,2,0,2,24,1,0,9,NO
8,0,5,0,5,0,5,39,1,0,10,NO
3,0,1,0,6,0,0,6,2,0,1,NO
13,0,2,0,2,0,2,60,1,0,16,NO
13,0,2,0,3,0,2,66,1,66,17,NO
5,0,2,0,2,0,2,19,1,0,7,NO
11,0,4,3,6,0,5,49,1,50,9,NO
23,0,0,0,3,0,3,104,1,0,7,NO
9,0,11,1,11,3,8,64,1,54,19,NO
2,0,4,0,4,0,4,16,1,0,4,NO
6,0,0,0,6,0,3,55,1,50,17,NO
2,0,5,0,5,1,2,46,1,0,11,NO
3,0,7,2,7,2,5,60,1,42,15,NO
6,0,0,0,16,8,8,124,1,0,29,NO
2,0,4,0,4,1,2,46,1,0,10,NO
0,0,2,0,11,2,0,59,2,0,12,NO
4,2,7,1,7,0,5,77,1,28,15,NO
3,0,2,0,9,0,2,12,2,0,3,NO
1,0,3,1,3,0,3,21,1,66,6,NO
9,0,6,1,6,2,4,90,1,0,18,NO
12,0,11,2,11,3,8,107,1,59,26,NO
5,0,0,0,3,0,3,31,1,0,9,NO
0,0,0,0,6,0,0,1,2,0,0,NO
0,0,0,0,14,0,0,1,2,0,0,NO
13,0,11,3,11,3,8,107,1,60,28,NO
4,0,0,0,2,0,2,27,1,0,6,NO
0,0,0,0,0,0,0,3,1,0,0,YES
9,0,18,1,377,2,14,111,6,33,38,NO
3,0,7,2,336,0,6,36,4,57,13,NO
2,0,2,0,331,0,2,9,4,0,4,NO
3,7,7,1,7,2,3,40,1,14,10,NO
4,0,7,1,336,0,6,32,4,42,11,NO
2,0,2,0,331,0,2,10,4,0,4,NO
6,0,27,8,338,1,24,130,3,90,40,NO
5,0,13,4,267,0,11,73,2,76,24,NO
0,0,2,0,59,0,2,8,3,0,2,NO
0,0,0,0,0,0,0,8,1,0,0,NO
9,0,27,8,356,2,23,152,4,87,42,NO
2,0,3,0,332,0,3,12,4,0,5,NO
4,0,14,2,383,0,13,64,7,78,22,NO
8,0,20,4,426,0,18,101,6,85,34,YES
2,0,4,0,333,0,4,17,4,0,7,NO
9,0,17,6,329,3,14,142,3,76,54,YES
4,2,22,5,351,0,21,107,4,87,38,NO
12,4,28,1,387,3,21,184,6,32,69,YES
11,0,18,5,347,1,16,103,4,81,30,YES
11,0,35,15,389,0,33,242,5,94,60,NO
6,0,5,0,364,0,5,19,6,0,7,NO
4,0,12,1,341,1,10,79,4,50,27,NO
1,0,15,0,385,0,14,46,5,0,16,YES
17,0,70,32,427,4,64,556,6,97,132,YES
5,1,18,5,377,0,15,103,6,82,32,YES
31,0,37,9,409,11,27,480,7,90,138,NO
5,0,15,4,348,0,14,69,5,81,24,NO
34,0,58,14,464,11,41,715,6,92,142,YES
9,0,15,2,402,0,13,76,7,80,25,YES
8,0,21,5,380,2,16,115,6,86,34,NO
20,0,48,10,444,4,40,513,6,92,139,YES
5,0,18,1,423,0,13,102,7,72,40,YES
7,0,10,3,339,0,9,58,4,76,16,NO
7,0,29,12,36,0,28,175,2,90,45,NO
5,0,13,7,13,0,12,70,1,75,17,NO
6,0,44,24,44,0,42,233,1,95,62,NO
2,1,3,1,332,0,2,18,4,0,5,NO
4,0,15,0,421,0,13,103,7,93,31,NO
5,0,16,2,421,0,11,88,7,81,32,NO
1,0,6,0,376,0,5,19,5,0,6,NO
1,1,8,7,8,0,8,45,1,75,9,NO
6,0,10,7,22,0,11,73,2,72,15,NO
3,0,3,2,15,0,4,20,2,50,4,NO
1,0,2,1,10,0,2,38,2,96,2,NO
1,0,7,5,7,0,7,46,1,62,9,NO
1,1,6,4,6,0,6,35,1,54,7,NO
2,0,4,2,15,0,4,20,2,25,4,NO
4,0,4,2,16,0,5,37,2,40,8,NO
1,0,8,6,8,0,8,51,1,62,8,NO
0,0,1,0,1,1,0,8,1,0,1,NO
7,0,11,5,11,5,6,153,1,81,44,NO
10,0,0,0,9,0,9,60,1,0,11,NO
11,1,9,0,412,0,24,103,7,88,34,NO
8,0,23,9,334,2,20,128,3,85,39,NO
3,0,6,0,335,0,6,22,4,0,9,NO
7,0,9,0,379,0,8,46,7,0,17,NO
4,0,10,2,339,0,8,53,4,70,20,YES
3,0,5,1,12,0,5,132,2,0,10,NO
61,0,80,25,432,20,54,1146,5,93,296,YES
15,0,4,3,4,0,0,67,1,33,15,NO
14,0,21,2,384,3,17,184,5,88,45,NO
8,0,23,6,352,2,19,139,4,84,46,NO
2,0,7,0,370,1,6,34,5,0,11,NO
0,0,2,0,353,0,2,8,5,0,2,NO
2,0,4,1,318,0,3,22,4,25,8,NO
5,0,6,1,335,0,4,43,4,50,13,NO
1,0,2,0,334,0,1,15,5,0,5,NO
12,0,20,7,331,1,16,118,3,83,33,NO
12,2,24,9,353,2,20,163,4,86,47,NO
2,1,2,0,355,0,1,10,5,0,3,NO
13,0,5,2,409,0,5,41,5,40,11,NO
2,3,11,3,370,0,6,49,6,72,15,NO
4,3,5,1,392,0,3,37,5,60,7,NO
23,0,22,2,24,6,15,382,1,72,93,NO
2,4,10,2,369,0,4,41,6,70,12,NO
7,3,4,1,333,0,3,46,4,25,10,YES
23,2,56,8,387,4,43,551,4,88,144,YES
4,1,5,1,334,0,3,39,4,60,8,NO
14,12,25,1,359,3,18,228,5,68,54,YES
25,0,25,2,25,5,15,400,1,60,96,YES
10,3,21,4,350,0,17,121,4,84,34,NO
10,0,9,3,413,1,8,123,5,70,28,NO
9,6,13,2,405,1,7,179,6,71,56,YES
11,0,4,0,7,3,1,92,1,0,20,NO
14,0,0,0,13,1,12,236,1,0,60,NO
8,50,18,1,329,1,16,243,3,52,43,NO
3,0,1,0,1,0,1,5,1,0,1,NO
33,0,36,12,367,9,27,361,4,88,100,YES
3,0,9,0,414,0,7,58,7,88,17,NO
5,0,18,2,347,1,15,127,4,79,31,NO
2,2,3,1,314,0,2,19,3,0,6,NO
10,5,41,13,370,2,36,243,4,90,71,YES
69,0,144,44,497,41,87,2424,5,96,663,YES
15,0,4,3,4,0,0,75,1,33,18,NO
7,0,18,2,377,1,16,100,6,86,34,NO
3,0,6,0,335,0,6,22,4,0,9,NO
7,0,9,0,379,0,8,46,7,0,17,NO
9,0,17,2,393,2,14,150,5,85,37,NO
3,0,7,0,383,1,6,32,5,0,10,NO
5,0,15,4,348,0,14,69,5,81,24,NO
32,0,41,10,413,11,30,513,7,91,150,NO
10,2,47,6,376,3,35,240,4,93,82,NO
5,0,17,6,18,2,16,117,1,72,38,NO
3,0,1,0,3,1,2,107,1,0,4,NO
3,0,13,0,418,0,9,75,7,92,24,NO
10,0,20,3,379,2,17,115,6,78,35,YES
7,0,13,3,342,0,12,62,4,76,21,NO
14,0,32,1,391,2,26,189,6,31,65,NO
4,0,2,0,341,0,2,10,5,0,4,YES
1,0,3,0,332,0,2,11,4,0,4,NO
15,1,0,0,24,3,21,217,1,87,53,NO
0,0,0,0,0,0,0,2,1,0,0,NO
2,0,1,0,255,0,0,9,2,0,3,NO
1,0,6,0,376,0,5,19,5,0,6,NO
6,1,23,8,352,1,20,146,4,83,45,NO
13,0,53,20,382,4,47,417,4,91,144,NO
3,0,10,0,339,0,8,38,4,0,14,NO
4,1,10,0,339,0,9,65,4,0,13,NO
2,0,9,2,338,0,7,43,4,72,13,NO
8,0,17,3,394,2,14,154,7,76,45,YES
20,0,36,7,370,13,21,473,4,87,124,YES
9,2,34,8,363,3,27,199,4,89,64,NO
5,0,13,5,14,2,12,102,1,64,34,NO
15,0,39,4,368,12,16,530,4,83,167,NO
8,0,17,5,271,1,14,112,2,82,33,NO
15,0,32,8,343,7,23,336,3,84,72,YES
3,1,13,3,342,0,12,62,4,76,20,NO
2,0,10,4,17,0,10,105,2,44,23,NO
11,3,16,4,18,4,13,283,1,73,106,YES
8,0,14,2,35,5,11,108,2,64,35,YES
4,0,10,2,28,1,8,69,2,50,22,YES
2,0,17,2,24,2,15,109,2,55,19,NO
0,0,0,0,14,0,0,3,3,0,0,NO
2,1,7,2,14,0,7,49,2,21,11,NO
4,0,10,2,28,1,8,69,2,50,22,YES
2,1,16,3,23,2,14,113,2,60,26,NO
3,0,10,0,33,2,8,78,3,0,15,NO
6,0,42,10,371,0,38,230,4,90,78,YES
1,0,6,0,376,0,5,18,5,0,6,NO
1,0,1,0,343,0,1,9,5,0,2,NO
0,0,1,0,330,0,1,4,4,0,1,NO
4,0,15,2,420,0,11,80,7,80,29,NO
8,0,13,2,342,0,11,70,4,73,23,NO
5,0,15,3,269,1,12,84,2,77,24,NO
14,0,32,6,391,3,26,266,6,89,76,NO
24,0,54,13,384,9,40,439,4,91,140,YES
5,0,8,0,337,0,8,44,4,0,17,NO
3,0,5,0,334,0,5,20,4,0,8,NO
8,0,12,1,341,0,11,97,4,75,32,NO
4,2,19,1,406,1,15,152,5,71,38,YES
0,0,2,0,2,0,2,30,1,0,9,NO
2,0,6,1,6,0,6,23,1,16,6,NO
5,1,5,0,6,1,4,37,1,0,12,NO
8,1,0,0,14,1,13,83,1,0,21,NO
13,0,25,3,417,3,15,185,6,86,50,YES
3,0,13,3,324,0,11,72,3,66,22,NO
3,0,9,2,338,0,7,47,4,66,17,YES
5,0,10,2,397,0,9,50,7,75,14,NO
51,0,127,28,481,43,71,1905,5,95,492,YES
7,0,18,1,377,1,16,99,6,83,36,NO
8,0,20,1,349,0,16,215,4,90,49,NO
22,0,29,9,399,5,23,325,7,88,103,NO
3,0,6,0,339,0,6,22,5,0,9,NO
3,0,6,0,335,0,6,22,4,0,9,NO
7,0,9,0,379,0,8,46,7,0,17,NO
16,0,57,9,388,5,47,429,4,92,147,YES
5,0,17,6,17,1,16,114,1,70,37,NO
7,0,16,0,345,1,15,64,4,0,26,NO
0,0,2,0,353,0,2,7,5,0,2,NO
0,0,0,0,0,0,0,3,1,0,0,YES
0,0,1,0,315,0,1,5,4,0,2,NO
2,0,14,4,21,0,14,108,2,71,25,NO
1,0,6,0,376,0,5,19,5,0,6,NO
21,2,71,17,404,11,62,543,4,94,163,YES
